,ID,Topic-Cosine,Topic-Labeled,Topic-Twirank,V1,V2
82,300179449398317056,Topic-13,Topic-13,Topic-13,-0.0139657267044293,0.0633378828669455
83,300202206093774848,Topic-13,Topic-13,Topic-13,-0.0378799946141581,0.0542829056701728
84,300211535693881344,Topic-13,Topic-13,Topic-50,0.460577323172644,-0.564465166646854
85,300291177410883584,Topic-13,Topic-13,Topic-13,-0.00599254796456286,0.0614111911272196
86,300342705664442368,Topic-13,Topic-13,Topic-13,0.0022477277977312,0.885133675769537
87,300358270219063296,Topic-13,Topic-13,Topic-13,0.000605375036791102,0.0520804504285756
88,300371666490519552,Topic-13,Topic-13,Topic-13,-0.414083016319475,0.86229013876834
89,300407901321830400,Topic-13,Topic-13,Topic-13,-1.26235175639187,-0.247476130810104
90,300445575525056512,Topic-13,Topic-13,Topic-13,0.376690567415006,-0.625032071515497
91,300471153267445760,Topic-13,Topic-13,Topic-13,-0.580569145059025,0.0756303384176317
92,300524820548947968,Topic-13,Topic-13,Topic-13,-2.08007748228172,-0.39296475008168
93,300596645777788928,Topic-13,Topic-13,Topic-13,0.00114055172866851,0.0502000810540091
94,300648953647624192,Topic-13,Topic-13,Topic-13,0.00165055129638221,0.0502941517159991
95,300660762827948032,Topic-45,Topic-13,Topic-13,-0.00834531757394592,-0.0402383263262347
96,300692489269022720,Topic-13,Topic-13,Topic-13,-0.319454543216989,-0.0125778183928527
97,300693435252342784,Topic-13,Topic-13,Topic-13,-0.730618288795175,-0.108558828413643
98,300830450895683584,Topic-13,Topic-13,Topic-13,-0.525309583569281,0.0740218977965135
99,300841083280171008,Topic-13,Topic-13,Topic-13,-2.00293140692005,-0.369498675989318
100,300841328701489152,Topic-13,Topic-13,Topic-13,-2.03557766566316,-0.341338050188805
101,300841646734577664,Topic-13,Topic-13,Topic-13,-2.05363854885436,-0.373173828406765
102,300842055058460672,Topic-41,Topic-13,Topic-13,-2.14700870227075,-0.420684643849107
103,300945373034344448,Topic-41,Topic-13,Topic-13,-0.137872717743214,0.0192364016912029
104,300955629856632832,Topic-13,Topic-13,Topic-13,-0.0352537500552873,0.0629978303899488
105,300998143980482560,Topic-13,Topic-13,Topic-13,-0.0155059503825858,0.885872770959298
106,301090645873946624,Topic-61,Topic-13,Topic-13,-0.28892338141898,-0.0166217132437529
107,301092923515219968,Topic-13,Topic-13,Topic-13,-0.105377088860637,0.0410065190901259
108,301174335241072640,Topic-13,Topic-13,Topic-13,-0.268362192942258,-0.0188002003239824
109,301186204488069120,Topic-84,Topic-13,Topic-13,-0.0548206732270373,0.0388076746235781
110,301262243071418368,Topic-13,Topic-13,Topic-13,-2.04822123551782,-0.373628007712766
111,301298230426226688,Topic-20,Topic-13,Topic-13,0.00963094133255244,2.18040390609407
112,301302582637391872,Topic-61,Topic-13,Topic-13,0.0120608681300928,0.0207845077749405
113,301304793035599872,Topic-13,Topic-13,Topic-13,-0.0350296342862216,0.0367408313534795
114,301317244372271104,Topic-61,Topic-13,Topic-13,0.0316863493228899,1.12823648071099
115,301324548891082752,Topic-13,Topic-13,Topic-13,-0.0779680545600935,0.857123372574519
116,301425749359992832,Topic-13,Topic-13,Topic-13,0.000194901712676105,0.048831266885637
117,301444648461799424,Topic-13,Topic-13,Topic-13,0.400518594097378,-0.504329766014003
118,301537752015593472,Topic-13,Topic-13,Topic-13,0.410985939814259,-0.514143004938278
119,301544822181879808,Topic-13,Topic-13,Topic-13,-0.150849458651446,0.0633499062583698
120,299022116119011328,Topic-102,Topic-14,Topic-102,0.170792605901817,0.127257615800384
121,299024630008668160,Topic-102,Topic-14,Topic-102,0.208902543504097,0.162621149558065
122,299040008944365568,Topic-130,Topic-14,Topic-134,0.136671054644476,0.0844434773253084
123,299043098623873024,Topic-14,Topic-14,Topic-14,0.09772025357314,0.0446431904293079
124,299097613947514880,Topic-102,Topic-14,Topic-102,0.199603251155063,0.147049322926888
125,299106251609092096,Topic-14,Topic-14,Topic-138,-0.328476549929477,-0.00177752265316658
126,299107678058328064,Topic-14,Topic-14,Topic-109,0.158600458566547,0.117931733447426
127,299139241097719808,Topic-110,Topic-14,Topic-98,0.106698288151437,0.0661645799186048
128,299144548599361536,Topic-14,Topic-14,Topic-14,0.0926322440199197,0.0463004200826295
129,299170595021668352,Topic-14,Topic-14,Topic-109,0.158600458566547,0.117931733447426
130,299175628220010496,Topic-102,Topic-14,Topic-102,0.199603251155063,0.147049322926887
131,299179566566625280,Topic-14,Topic-14,Topic-109,0.10221156852345,0.0682183724517299
132,299188445664911360,Topic-14,Topic-14,Topic-14,0.0962053435500191,0.0411474781814885
133,299206170713944064,Topic-70,Topic-14,Topic-134,0.268828724737311,-0.154072418275179
134,299206793765208064,Topic-22,Topic-14,Topic-134,-0.0369428419788333,0.113583742926605
135,299208342046392320,Topic-102,Topic-14,Topic-109,0.168022508486335,0.126132617429865
136,299210860407164928,Topic-14,Topic-14,Topic-109,0.158600458566547,0.117931733447426
137,299218407667146752,Topic-14,Topic-14,Topic-109,0.158600458566547,0.117931733447426
138,299220926166343680,Topic-102,Topic-14,Topic-102,0.199603251155062,0.147049322926888
139,299229037455351808,Topic-14,Topic-14,Topic-55,0.0793452505981695,0.0336147716817112
140,299233508625371136,Topic-14,Topic-14,Topic-109,0.158600458566547,0.117931733447425
141,299246906985558016,Topic-138,Topic-14,Topic-92,-0.264141123093555,-0.00108900326017499
142,299247622345068544,Topic-130,Topic-14,Topic-134,0.101097157929662,0.0684795803746723
143,299248679771066368,Topic-14,Topic-14,Topic-14,0.0923125310416127,0.052979701333692
144,299259674069446656,Topic-14,Topic-14,Topic-136,0.113265158125412,0.0660275256087159
145,299260428591173632,Topic-14,Topic-14,Topic-93,0.1508340936326,0.0402738951818946
146,299263059208314880,Topic-14,Topic-14,Topic-14,0.120009573567666,0.0833822942126269
147,299264017199927296,Topic-14,Topic-14,Topic-14,0.154457811215357,0.0476623041077098
148,299264249023315968,Topic-14,Topic-14,Topic-14,0.151009058627579,0.0400250266200092
149,299264392602742784,Topic-14,Topic-14,Topic-14,0.116014809513907,0.069273937022052
150,299274779901456384,Topic-14,Topic-14,Topic-14,0.126408284643825,0.0791250389460939
151,299276774683058176,Topic-14,Topic-14,Topic-14,0.0553774299833026,0.0554294769609957
152,299291453874642944,Topic-37,Topic-14,Topic-109,0.151725846173752,0.100499485404958
153,299306899915034624,Topic-14,Topic-14,Topic-30,0.125228901397655,0.0715686695456361
154,299308084860448768,Topic-14,Topic-14,Topic-30,0.124226584758202,0.072379105758929
155,299311036664803328,Topic-14,Topic-14,Topic-14,0.0999691129376561,0.058910610369708
156,299317683965550592,Topic-14,Topic-14,Topic-14,0.130676913517613,0.07871831187431
157,299317809534623744,Topic-14,Topic-14,Topic-14,0.0818242319693923,0.0525962555876415
158,299319274177179648,Topic-14,Topic-14,Topic-109,0.154165959655144,0.0739196996498243
159,299319394515972096,Topic-138,Topic-14,Topic-92,-0.259896445734269,0.0186848489310357
160,299323916722245632,Topic-14,Topic-14,Topic-109,0.154165959655145,0.0739196996498247
161,299324057525047296,Topic-14,Topic-14,Topic-109,0.154165959655145,0.073919699649824
162,299334010528735232,Topic-14,Topic-14,Topic-14,-0.0441873844473438,0.118952028636372
163,299338683453145088,Topic-14,Topic-14,Topic-109,0.140914508585597,0.0647457094135969
164,299349802125246464,Topic-14,Topic-14,Topic-30,0.124226584758202,0.072379105758929
165,299353302322274304,Topic-14,Topic-14,Topic-14,0.0899279301768699,0.0500751261580517
166,299353759828570112,Topic-14,Topic-14,Topic-30,0.123630201478446,0.0719649075221057
167,299356821175558144,Topic-102,Topic-14,Topic-102,0.208902543504097,0.162621149558065
168,299357719717109760,Topic-14,Topic-14,Topic-68,0.108726338921319,0.0685377954531476
169,299357860146593792,Topic-14,Topic-14,Topic-14,0.111943841793467,0.0724048328154654
170,299360347406606336,Topic-14,Topic-14,Topic-14,0.108512806929876,0.030013983044919
171,299362024545206272,Topic-14,Topic-14,Topic-14,0.0759520449388227,0.0499429458206071
172,299368448549597184,Topic-14,Topic-14,Topic-30,0.123630201478446,0.0719649075221055
173,299369419744899072,Topic-14,Topic-14,Topic-13,0.0480285497360609,0.0440406375181639
174,299369907852828672,Topic-14,Topic-14,Topic-13,0.057735381652796,0.0456435812870804
175,299374397179977728,Topic-14,Topic-14,Topic-92,-0.377713530892479,0.0786045659024354
176,299375998443589632,Topic-19,Topic-14,Topic-52,0.163580189998073,0.0481965227474387
177,299377501753470976,Topic-14,Topic-14,Topic-14,0.0952862617121527,0.0618373133699097
178,299378765484662784,Topic-14,Topic-14,Topic-30,0.123630201478446,0.0719649075221056
179,299386046003675136,Topic-14,Topic-14,Topic-109,0.153961661174958,0.0744991119597403
180,299398679587069952,Topic-14,Topic-14,Topic-14,0.133449543624783,0.0732982203554549
181,299404031271522304,Topic-14,Topic-14,Topic-14,0.137608502172926,0.0452978144582362
182,299417217710321664,Topic-14,Topic-14,Topic-109,0.158600458566547,0.117931733447426
183,299421164973985792,Topic-14,Topic-14,Topic-15,0.141230074656207,0.0130560810828536
184,299444753404137472,Topic-14,Topic-14,Topic-92,-0.449694109297817,0.0550067234077979
185,299472584242782208,Topic-102,Topic-14,Topic-102,0.170792605901817,0.127257615800384
186,299485364291256320,Topic-14,Topic-14,Topic-14,0.0851468979229079,0.050124444752665
187,299491288036802560,Topic-14,Topic-14,Topic-14,0.0894567193829881,0.0498552799533704
188,299492384058785792,Topic-14,Topic-14,Topic-14,0.119589748258322,0.0693448526664525
189,299494063839776768,Topic-14,Topic-14,Topic-14,0.120704140422467,0.0702304886235051
190,299499586337251328,Topic-14,Topic-14,Topic-14,0.119589748258322,0.0693448526664525
191,299499664779128832,Topic-14,Topic-14,Topic-109,0.158972749777029,0.0790182771097732
192,299501256630738944,Topic-14,Topic-14,Topic-14,0.124263689854064,0.0775608787374015
193,299506174645108736,Topic-37,Topic-14,Topic-109,0.160747591283907,0.0830457904826182
194,299510330831294464,Topic-102,Topic-14,Topic-102,0.208902543504096,0.162621149558066
195,299530754705195008,Topic-14,Topic-14,Topic-30,0.123630201478446,0.0719649075221054
196,299532192793636864,Topic-14,Topic-14,Topic-30,0.123630201478446,0.0719649075221053
197,299533400518299648,Topic-19,Topic-14,Topic-138,-0.229292209940241,0.0175318791234513
198,299535715878977536,Topic-14,Topic-14,Topic-30,0.123630201478446,0.0719649075221055
199,299536591012114432,Topic-36,Topic-14,Topic-36,0.127419819721829,0.0740678810298016
200,299539148522524672,Topic-14,Topic-14,Topic-14,0.115289244810403,0.0476142155664262
201,299540529694265344,Topic-102,Topic-14,Topic-109,0.168022508486336,0.126132617429865
202,299540821630398464,Topic-14,Topic-14,Topic-14,0.123630201478446,0.0719649075221054
203,299541384271122432,Topic-147,Topic-14,Topic-52,0.066775905000594,0.0216221494008113
204,299553113726140416,Topic-102,Topic-14,Topic-102,0.208902543504096,0.162621149558067
205,299566516838481920,Topic-19,Topic-14,Topic-30,0.139880276064912,0.0824029862191895
206,299583943202709504,Topic-14,Topic-14,Topic-92,-0.300940917846336,-0.00121904258440646
207,299586817580232704,Topic-14,Topic-14,Topic-14,0.0929226651422982,0.0487216440515262
208,299593667939803136,Topic-14,Topic-14,Topic-14,0.0886184875492083,0.0492831338173113
209,299605960803119104,Topic-14,Topic-14,Topic-109,0.158600458566547,0.117931733447426
210,299613765446549504,Topic-14,Topic-14,Topic-14,0.0907259305876309,0.0516065765840627
211,299634949617762304,Topic-140,Topic-14,Topic-23,0.102390597758521,0.0474194193014445
212,299646927883100160,Topic-14,Topic-14,Topic-14,0.128713172151691,0.0830612184278534
213,299648490395545600,Topic-14,Topic-14,Topic-14,0.0890459768165522,0.0495667857781788
214,299658812426690560,Topic-102,Topic-14,Topic-102,0.199603251155064,0.147049322926888
215,299661425062846464,Topic-143,Topic-14,Topic-143,0.124953662680835,0.0749190819746245
216,299669747279224832,Topic-14,Topic-14,Topic-59,0.118945294476403,0.120419268140701
217,299676505976500224,Topic-143,Topic-14,Topic-118,0.0996682107404398,0.0760448744452547
218,299688205937164288,Topic-87,Topic-14,Topic-14,0.146902600442917,0.101874705715745
219,299715880680566784,Topic-14,Topic-14,Topic-69,0.10837250174351,0.048396082119706
220,299716693855436800,Topic-102,Topic-14,Topic-102,0.170792605901817,0.127257615800385
221,299724191832371200,Topic-130,Topic-14,Topic-136,0.111651189401666,0.0733397531478144
222,299724250691039232,Topic-14,Topic-14,Topic-13,0.0894776104314427,0.0498537217915243
223,299731793920262144,Topic-102,Topic-14,Topic-102,0.208902543504095,0.162621149558067
224,299732850100555776,Topic-14,Topic-14,Topic-13,0.0894776104314427,0.0498537217915244
225,299752690077032448,Topic-14,Topic-14,Topic-92,-0.305512499527602,-0.0304011838781964
226,299753491461722112,Topic-14,Topic-14,Topic-13,0.477763296034194,-0.534403125050345
227,299756033809735680,Topic-130,Topic-14,Topic-134,0.0979516147751271,0.0666308033717505
228,299772126150397952,Topic-109,Topic-14,Topic-109,0.0670677369318253,0.0736972948081885
229,299822393487134720,Topic-102,Topic-14,Topic-102,0.199603251155063,0.147049322926888
230,299860138427285504,Topic-102,Topic-14,Topic-102,0.199603251155063,0.147049322926887
231,299881991279611904,Topic-14,Topic-14,Topic-30,0.163187595344039,0.0512389105648153
232,299903954656063488,Topic-22,Topic-14,Topic-13,0.135148234107908,0.0279951973643729
233,299904791759441920,Topic-22,Topic-14,Topic-13,0.513914242564916,-0.543877674556633
234,299974658831314944,Topic-38,Topic-14,Topic-92,-0.325071813326919,0.0105106332177632
235,299980933472350208,Topic-14,Topic-14,Topic-109,0.158600458566548,0.117931733447426
236,300035406349619200,Topic-130,Topic-14,Topic-134,0.0609905728054222,0.0852145431656872
237,300050518162698240,Topic-14,Topic-14,Topic-13,0.0971142702397898,0.0431536261684942
238,300052972954599424,Topic-95,Topic-14,Topic-95,0.141468969208252,0.0951636486106678
239,300066308031119360,Topic-14,Topic-14,Topic-58,0.0941816892035454,0.0611892179708712
240,300114313945956352,Topic-14,Topic-14,Topic-109,0.158600458566548,0.117931733447426
241,300122494076071936,Topic-14,Topic-14,Topic-92,-0.297787728226412,0.0181740896230751
242,300164643131883520,Topic-102,Topic-14,Topic-102,0.170792605901817,0.127257615800385
243,300217491446190080,Topic-102,Topic-14,Topic-109,0.168022508486335,0.126132617429865
244,300229148545282048,Topic-67,Topic-14,Topic-50,0.533287074011143,-0.608242143877936
245,300248201074704384,Topic-14,Topic-14,Topic-14,0.0941449554917266,0.0550144449194488
246,300277891780980736,Topic-102,Topic-14,Topic-109,0.168022508486335,0.126132617429865
247,300282922311749632,Topic-102,Topic-14,Topic-102,0.199603251155063,0.147049322926887
248,300330740036542464,Topic-102,Topic-14,Topic-109,0.168022508486335,0.126132617429865
249,300343320532631552,Topic-102,Topic-14,Topic-102,0.199603251155063,0.147049322926887
250,300348352917291008,Topic-102,Topic-14,Topic-102,0.208902543504095,0.162621149558068
251,300359475557179392,Topic-102,Topic-14,Topic-102,0.0977234577867117,0.0655628476676727
252,300365034243125248,Topic-14,Topic-14,Topic-58,0.0941816892035452,0.061189217970871
253,300376068743888896,Topic-14,Topic-14,Topic-14,0.0886184875492088,0.0492831338173115
254,300378552208089088,Topic-14,Topic-14,Topic-109,0.158600458566548,0.117931733447426
255,300381063732142080,Topic-103,Topic-14,Topic-23,0.0997366192406183,0.0580973956633022
256,300386100894121984,Topic-102,Topic-14,Topic-102,0.199603251155063,0.147049322926887
257,300401657479581696,Topic-14,Topic-14,Topic-13,0.0976648332796252,0.0437587595591345
258,300421366585368576,Topic-14,Topic-14,Topic-13,0.0918483121616143,0.0553421992165219
259,300431400237158400,Topic-102,Topic-14,Topic-109,0.168022508486335,0.126132617429866
260,300439031555162112,Topic-29,Topic-14,Topic-137,0.0698330151887569,0.0615822435400331
261,300450456210120704,Topic-102,Topic-14,Topic-35,0.121717963408579,0.0817175184482937
262,300456098882785280,Topic-14,Topic-14,Topic-14,0.0801865447266446,0.0478825586381325
263,300458605931556864,Topic-14,Topic-14,Topic-13,0.0918483121616142,0.0553421992165219
264,300474185371750400,Topic-102,Topic-14,Topic-102,0.208902543504095,0.162621149558068
265,300479220805693440,Topic-102,Topic-14,Topic-102,0.199603251155064,0.147049322926886
266,300505415752482816,Topic-14,Topic-14,Topic-14,0.104018760607869,0.0423627939859121
267,300508169388576768,Topic-14,Topic-14,Topic-14,0.114432444342815,0.0668856146000948
268,300509416216735744,Topic-102,Topic-14,Topic-102,0.199603251155064,0.147049322926887
269,300532280886185984,Topic-130,Topic-14,Topic-134,0.164113778881848,0.112356456822827
270,300572795744706560,Topic-14,Topic-14,Topic-141,0.103470578358044,0.0505171274242813
271,300635246834098176,Topic-102,Topic-14,Topic-102,0.199603251155063,0.147049322926887
272,300656267586854912,Topic-22,Topic-14,Topic-92,-0.254647043329888,-0.0254916793197139
273,300662925369167872,Topic-14,Topic-14,Topic-109,0.158600458566548,0.117931733447426
274,300680544457474048,Topic-14,Topic-14,Topic-109,0.158600458566548,0.117931733447426
275,300684040229502976,Topic-14,Topic-14,Topic-14,0.0968133822755301,0.0493412354209972
276,300706108346085376,Topic-14,Topic-14,Topic-14,0.0990526716282394,0.038392332467485
277,300717536301965312,Topic-14,Topic-14,Topic-50,0.0971142702397906,0.0431536261684946
278,300731270835621888,Topic-102,Topic-14,Topic-109,0.134189187123957,0.0951476558235219
279,300748490726842368,Topic-102,Topic-14,Topic-102,0.208902543504095,0.162621149558068
280,300748575686660096,Topic-143,Topic-14,Topic-143,0.120928167284489,0.0764621423298602
281,300753084055945216,Topic-109,Topic-14,Topic-134,0.115011248258884,0.0855351960317172
282,300763592205152256,Topic-102,Topic-14,Topic-102,0.208902543504095,0.162621149558068
283,300763912654168064,Topic-14,Topic-14,Topic-109,0.0959091487125757,0.0642652189279173
284,300775874565918720,Topic-8,Topic-14,Topic-68,0.113854034227886,0.0811440620742858
285,300786242021359616,Topic-102,Topic-14,Topic-109,0.168022508486335,0.126132617429867
286,300795372186525696,Topic-14,Topic-14,Topic-13,0.109581013577278,0.0908999096523474
287,300801351611478016,Topic-14,Topic-14,Topic-14,0.0949797653313475,0.0511717121175597
288,300813480271949824,Topic-14,Topic-14,Topic-92,-0.28925292049516,-0.014227534478702
289,300814250065149952,Topic-14,Topic-14,Topic-92,-0.435356594870799,0.0638730727570436
290,300834057053425664,Topic-14,Topic-14,Topic-109,0.158600458566548,0.117931733447426
291,300839533702963200,Topic-102,Topic-14,Topic-136,0.131875009803018,0.0878640072772026
292,300845635337342976,Topic-14,Topic-14,Topic-95,0.100407779070345,0.0413784503533364
293,300849153439842304,Topic-102,Topic-14,Topic-102,0.208902543504094,0.162621149558068
294,300864793647124480,Topic-28,Topic-14,Topic-28,0.103177998812525,0.0641873266808515
295,300866769768288256,Topic-102,Topic-14,Topic-102,0.170792605901818,0.127257615800385
296,300871802433990656,Topic-102,Topic-14,Topic-102,0.199603251155062,0.147049322926888
297,300879357545676800,Topic-102,Topic-14,Topic-102,0.208902543504094,0.162621149558068
298,300894462790496256,Topic-69,Topic-14,Topic-35,0.141388569940207,0.0950215810179342
299,300910546205687808,Topic-28,Topic-14,Topic-28,0.0988723932722251,0.0622535257386903
300,300913471015493632,Topic-28,Topic-14,Topic-28,0.0988723932722251,0.0622535257386903
301,300932448995377152,Topic-91,Topic-14,Topic-35,0.127136390611978,0.100199593895328
302,300951544277389312,Topic-28,Topic-14,Topic-28,0.103177998812525,0.0641873266808513
303,300952830846570496,Topic-134,Topic-14,Topic-102,0.0963740502616389,0.0646372423590594
304,300953087550574592,Topic-28,Topic-14,Topic-14,0.0961559726791567,0.0629675083456733
305,300968663291400192,Topic-28,Topic-14,Topic-28,0.113479267143574,0.0513318437983613
306,300977501914689536,Topic-102,Topic-14,Topic-102,0.208902543504094,0.162621149558069
307,300983549509652480,Topic-28,Topic-14,Topic-28,0.108798751474507,0.0503831148158357
308,300992599966240768,Topic-102,Topic-14,Topic-102,0.170792605901818,0.127257615800385
309,301006359451807744,Topic-14,Topic-14,Topic-14,0.0945820548695661,0.0405790826296308
310,301017764192219136,Topic-102,Topic-14,Topic-102,0.208902543504094,0.162621149558068
311,301086897499942912,Topic-14,Topic-14,Topic-14,0.0886184875492096,0.049283133817312
312,301088229074034688,Topic-14,Topic-14,Topic-109,0.158600458566548,0.117931733447426
313,301123462586593280,Topic-14,Topic-14,Topic-109,0.158600458566548,0.117931733447426
